	Predicted_signature_1	Predicted_signature_2	Predicted_signature_3	Predicted_signature_4	Predicted_signature_5	Predicted_signature_6	Predicted_signature_7	Predicted_signature_8	Predicted_signature_9	Predicted_signature_10	Predicted_signature_11	Predicted_signature_12	Predicted_signature_13	
Sample_180	0.005473	0.176843	0.014723	0.196481	0.007842	0.070759	0.214484	0.007613	0.052196	0.049928	0.009775	0.012425	0.18146	
Sample_181	0.010921	0.209883	0.028747	0.176606	0.023153	0.005794	0.205047	0.003906	0.067193	0.08184	0.017931	0.022273	0.146706	
Sample_182	0.021781	0.200302	0.010268	0.155311	0.03927	0.003911	0.19355	0.009827	0.096067	0.063945	0.017911	0.038591	0.149267	
Sample_183	0.00166	0.193857	0.012104	0.195901	0.019731	2.2e-05	0.189376	0.010229	0.102487	0.055266	0.013178	0.036481	0.169708	
Sample_184	0.023847	0.177092	0.010588	0.139797	0.005353	7e-06	0.202717	0.008197	0.100498	0.079316	0.049676	0.02842	0.174492	
Sample_185	0.037284	0.181135	0.022141	0.160354	0.042152	1.4e-05	0.207432	0.012671	0.070833	0.045052	0.051185	0.023624	0.146121	
Sample_186	0.051534	0.165023	0.016715	0.159943	0.042337	1.3e-05	0.185565	0.021264	0.077411	0.028539	0.04424	0.050462	0.156955	
Sample_187	0.012059	0.15422	0.055569	0.197602	0.01778	1.7e-05	0.18661	0.014414	0.091383	0.056297	0.02119	0.045317	0.147543	
Sample_188	0.014518	0.156717	0.020006	0.194131	0.017138	1.3e-05	0.264375	0.00877	0.037795	0.101771	0.022507	0.023404	0.138854	
Sample_189	0.029446	0.183798	0.024959	0.184816	0.034844	1.1e-05	0.231986	0.024516	0.028313	0.080545	0.005125	0.028616	0.143026	
Sample_190	0.009342	0.178258	0.028037	0.160957	0.054569	1.6e-05	0.201253	0.008455	0.063896	0.10927	0.025568	0.036598	0.123781	
Sample_191	0.012466	0.227025	0.021668	0.128461	0.034705	5e-06	0.218016	0.005533	0.091206	0.035161	0.032912	0.016533	0.176309	
Sample_192	0.000201	0.233972	0.012461	0.128123	0.046598	1.8e-05	0.212181	0.000494	0.092572	0.0388	0.046669	0.007721	0.180189	
Sample_193	0.019874	0.196388	0.025487	0.121725	0.042285	0.01403	0.216604	0.007995	0.078853	0.03223	0.051665	0.018476	0.174389	
Sample_194	0.019985	0.218888	0.020314	0.147277	0.039862	5e-06	0.195263	0.013624	0.071231	0.032258	0.025733	0.029503	0.186057	
Sample_195	0.009844	0.219893	0.02159	0.114235	0.061327	1.6e-05	0.230727	0.012279	0.058857	0.024184	0.014402	0.034476	0.198171	
Sample_196	0.019746	0.221185	0.012969	0.109636	0.035172	1.6e-05	0.235805	0.001056	0.069605	0.04055	0.024513	0.042784	0.186964	
Sample_197	0.002113	0.238911	0.021587	0.113756	0.013234	0.002902	0.218098	0.002942	0.067449	0.08404	0.018654	0.004803	0.211509	
Sample_198	0.017343	0.210309	0.007134	0.157435	0.020346	1.1e-05	0.248777	0.005284	0.055502	0.042842	0.02177	0.050207	0.16304	
Sample_199	0.014312	0.216178	0.012776	0.145735	0.034437	0.001003	0.262062	0.001281	0.047045	0.037255	0.031378	0.017343	0.179196	
Sample_200	0.012005	0.187134	0.019514	0.168922	0.03522	2.1e-05	0.250476	0.007082	0.052424	0.015547	0.028137	0.040827	0.182691	
Sample_201	0.005215	0.193049	0.023369	0.181162	0.031837	1e-05	0.243097	0.007106	0.089099	0.02067	0.025677	0.017069	0.16264	
Sample_202	0.008126	0.200511	0.013825	0.15394	0.021301	1.2e-05	0.241885	0.024543	0.081063	0.054071	0.010489	0.013623	0.176611	
Sample_203	0.025934	0.199885	0.006684	0.154689	0.02062	4.8e-05	0.222922	0.009725	0.070764	0.080442	0.009563	0.030613	0.168111	
Sample_204	0.004301	0.202063	0.007166	0.168768	0.029298	0.01754	0.233414	0.001487	0.060036	0.070566	0.016874	0.006398	0.18209	
Sample_205	0.017823	0.217138	0.013827	0.195135	0.018142	3e-06	0.2445	0.010423	0.02371	0.043554	0.008197	0.010143	0.197406	
Sample_206	0.011844	0.177709	0.031428	0.120253	0.061468	0.003944	0.220368	0.019441	0.049183	0.059655	0.021787	0.040606	0.182316	
Sample_207	0.010398	0.163564	0.016301	0.117178	0.049324	1.2e-05	0.23057	0.000508	0.087098	0.070248	0.028846	0.043048	0.182906	
Sample_208	0.005706	0.155635	0.030725	0.132372	0.035265	2e-05	0.268037	0.009291	0.071342	0.051051	0.020037	0.00851	0.212009	
Sample_209	0.000223	0.169303	0.004971	0.144088	0.050673	0.01613	0.270497	0.004612	0.059263	0.057139	0.010749	0.027401	0.184953	
Sample_210	0.010528	0.231931	0.000716	0.107221	0.005115	4.5e-05	0.320055	0.000316	0.052488	0.028647	0.00412	0.001584	0.237233	
Sample_211	0.007787	0.193492	0.006234	0.152377	0.0135	0.018145	0.271998	0.005841	0.038351	0.018693	0.011784	0.011278	0.250519	
Sample_212	0.005482	0.207288	0.012942	0.123706	0.005033	9e-06	0.23998	0.000189	0.056708	0.047434	0.048508	0.033618	0.219101	
Sample_213	0.024419	0.182216	0.02056	0.138656	0.006288	8e-06	0.254202	0.008708	0.043764	0.040764	0.044296	0.040706	0.195414	
Sample_214	0.043361	0.20463	0.069258	0.145787	0.003619	0.007329	0.267877	0.008711	0.054397	0.012245	0.002837	0.000961	0.178989	
Sample_215	0.042759	0.203447	0.071477	0.144829	0.003752	0.007446	0.2649	0.009675	0.053703	0.011992	0.003911	0.00105	0.181059	
Sample_216	0.042002	0.203519	0.070706	0.147753	0.003632	0.00725	0.269794	0.004037	0.053647	0.012686	0.003831	0.001332	0.17981	
Sample_217	0.042022	0.201143	0.079729	0.142331	0.003271	0.007981	0.269661	0.005615	0.052946	0.012731	0.004305	0.003727	0.174537	
Sample_218	0.031753	0.225684	0.07603	0.118024	0.003546	0.031996	0.221935	0.004346	0.053725	0.023536	0.002559	0.006394	0.200472	
Sample_219	0.006348	0.184399	0.077322	0.118232	0.028709	0.010745	0.188888	0.005342	0.084864	0.078872	0.012166	0.058451	0.145661	
Sample_220	0.014817	0.191596	0.012141	0.110854	0.020386	2e-06	0.268041	0.010505	0.110796	0.044723	0.021239	0.023428	0.171474	
Sample_221	0.016272	0.181861	0.021111	0.09444	0.018212	4e-06	0.270885	0.014884	0.113917	0.028091	0.03125	0.040428	0.168645	
Sample_222	0.01702	0.209456	0.01638	0.1036	0.015578	6e-06	0.282901	0.004962	0.123492	0.050116	0.009778	0.026129	0.140583	
Sample_223	0.007459	0.181731	0.023609	0.099168	0.036165	1.2e-05	0.284545	0.000779	0.123699	0.020625	0.009959	0.062623	0.149626	
Sample_224	0.006653	0.166832	0.006761	0.103083	0.025513	2e-06	0.275643	0.004096	0.119245	0.060454	0.020486	0.011818	0.199414	
Sample_225	0.006416	0.158886	0.025256	0.104122	0.023824	3e-06	0.266384	0.000142	0.136691	0.035887	0.027393	0.022324	0.192673	
Sample_226	0.020314	0.173232	0.003878	0.075645	0.027306	5e-06	0.28596	0.005778	0.122682	0.025006	0.033346	0.030197	0.196651	
Sample_227	0.01313	0.190901	0.019724	0.075102	0.019971	5e-06	0.271038	0.001267	0.117436	0.089544	0.027802	0.018388	0.155693	
Sample_228	0.006574	0.205945	0.01331	0.072931	0.011169	9e-06	0.266033	0.001933	0.120733	0.071698	0.003972	0.035543	0.19015	
Sample_229	0.010513	0.213986	0.027717	0.088177	0.010036	0.015916	0.227406	0.007895	0.100247	0.067956	0.029265	0.02333	0.177556	
Sample_230	0.008616	0.203	0.014956	0.121181	0.021688	2.8e-05	0.248948	0.00612	0.084407	0.045946	0.050475	0.046342	0.148293	
Sample_231	0.004348	0.21923	0.008186	0.125653	0.048154	8e-06	0.265878	0.009295	0.066241	0.055486	0.034477	0.036765	0.126278	
Sample_232	0.014497	0.203513	0.016615	0.11394	0.039362	0.010669	0.28077	0.000529	0.087853	0.023881	0.029671	0.024188	0.15451	
Sample_233	0.005299	0.219343	0.010083	0.143215	0.025025	2e-06	0.288478	0.005191	0.096903	0.025936	0.019532	0.016517	0.144476	
Sample_234	0.011279	0.188381	0.003121	0.143935	0.043574	1.7e-05	0.281196	0.005924	0.095224	0.049237	0.016827	0.02838	0.132904	
Sample_235	0.00021	0.221136	0.016556	0.127878	0.046417	0.004362	0.264562	0.007607	0.092829	0.024781	0.015391	0.006991	0.171281	
Sample_236	0.006042	0.205672	0.010275	0.131585	0.032865	1.1e-05	0.258248	0.001338	0.096054	0.027714	0.014807	0.017446	0.197943	
Sample_237	0.001859	0.218001	0.003271	0.095871	0.021816	5e-06	0.296824	0.002627	0.100451	0.033327	0.012154	0.012632	0.201161	
Sample_238	0.015732	0.185083	0.011327	0.140721	0.025706	0.004818	0.240852	0.003476	0.144119	0.020422	0.004931	0.033923	0.168889	
Sample_239	0.01715	0.20632	0.004132	0.120609	0.042199	4e-06	0.215435	0.005773	0.1368	0.06186	0.019459	0.01367	0.156589	
Sample_240	0.011185	0.139131	0.014294	0.108829	0.042077	7e-06	0.255795	0.009804	0.14621	0.067896	0.030747	0.029271	0.144753	
Sample_241	0.01455	0.138544	0.009845	0.088028	0.039885	2.6e-05	0.269979	0.004641	0.136139	0.072435	0.035479	0.015712	0.174736	
Sample_242	0.001459	0.149962	0.020422	0.093803	0.024847	2.8e-05	0.238606	0.000562	0.156706	0.075702	0.029204	0.019672	0.189026	
Sample_243	0.003307	0.182798	0.019205	0.09519	0.027233	1.3e-05	0.300466	0.009086	0.07087	0.058908	0.061482	0.014406	0.157036	
Sample_244	0.001863	0.188961	0.012512	0.084436	0.027447	9e-06	0.296874	0.002813	0.072297	0.086213	0.048135	0.021172	0.157269	
Sample_245	0.022716	0.19787	0.026523	0.092131	0.006343	5e-06	0.291453	0.004185	0.075701	0.057789	0.046382	0.011175	0.167726	
Sample_246	0.017737	0.187068	0.014707	0.112624	0.020372	0.001324	0.313276	0.006339	0.072539	0.074991	0.032535	0.016929	0.129559	
Sample_247	0.006737	0.195098	0.011308	0.107316	0.031155	7e-06	0.275724	0.002783	0.078515	0.07939	0.028636	0.017785	0.165548	
Sample_248	0.022937	0.216476	0.012438	0.107994	0.016598	5e-06	0.268253	0.000197	0.090979	0.076638	0.026362	0.014657	0.146467	
Sample_249	0.006779	0.219573	0.010933	0.101707	0.008272	0.001852	0.314241	0.001027	0.072543	0.072615	0.012364	0.014384	0.163711	
Sample_250	0.017788	0.201569	0.001844	0.102346	0.01045	0.005067	0.307283	0.004036	0.101772	0.063049	0.011458	0.015655	0.157683	
Sample_251	0.005335	0.188855	0.009787	0.106023	0.014788	9e-06	0.272635	0.009289	0.056479	0.100127	0.056639	0.013379	0.166655	
Sample_252	0.005562	0.226504	0.002341	0.072905	0.014097	0.006688	0.315449	0.000481	0.077705	0.05918	0.048516	0.006233	0.164339	
Sample_253	0.001537	0.229421	0.007572	0.048055	0.02523	0.000646	0.317289	0.009101	0.081735	0.046901	0.026664	0.03138	0.174468	
Sample_254	0.011879	0.222712	0.002713	0.087875	0.013715	8e-06	0.310024	0.005247	0.049933	0.04741	0.035557	0.028007	0.18492	
Sample_255	0.008608	0.168418	0.01056	0.11296	0.014998	6e-06	0.332681	0.004023	0.070924	0.061927	0.014631	0.020832	0.179432	
Sample_256	0.00975	0.174081	0.007019	0.123707	0.022452	2e-06	0.325167	0.002827	0.053439	0.0621	0.018091	0.006189	0.195175	
Sample_257	0.012085	0.17631	0.00377	0.102983	0.015136	1.9e-05	0.295786	0.004576	0.076045	0.070412	0.026162	0.031781	0.184937	
Sample_258	0.007023	0.19622	0.013579	0.100775	0.030922	5e-06	0.344763	0.000119	0.058665	0.038442	0.012629	0.025013	0.171845	
Sample_259	0.021617	0.175752	0.002989	0.097614	0.003858	2e-06	0.348955	0.006416	0.03901	0.094158	0.012588	0.012603	0.184438	
Sample_260	0.009889	0.204617	0.007603	0.084559	0.030059	0.002708	0.328006	0.004763	0.062962	0.092698	0.024717	0.020632	0.126787	
Sample_261	0.011991	0.211343	0.000514	0.06548	0.033731	1.1e-05	0.345408	0.004931	0.056926	0.08553	0.010239	0.047438	0.126459	
Sample_262	0.01988	0.2248	0.028612	0.067232	0.025232	2e-05	0.327091	0.014783	0.055698	0.056444	0.015128	0.025777	0.139303	
Sample_263	0.010863	0.178184	0.026042	0.055386	0.055445	1e-05	0.347557	0.003403	0.059196	0.077627	0.040898	0.035133	0.110258	
Sample_264	0.01142	0.173377	0.007968	0.079581	0.003893	1e-05	0.317531	0.006281	0.076604	0.086666	0.044798	0.041793	0.150078	
Sample_265	0.000956	0.165831	0.016023	0.069256	0.036281	1.2e-05	0.333623	0.018209	0.06248	0.081434	0.046026	0.025585	0.144284	
Sample_266	0.018848	0.200996	0.012654	0.12518	0.023307	1.7e-05	0.262222	0.00491	0.070886	0.079601	0.008405	0.043229	0.149743	
Sample_267	0.012579	0.229779	0.011294	0.105595	0.0106	3e-06	0.253268	0.00235	0.068639	0.10352	0.027606	0.031712	0.143057	
Sample_268	0.010968	0.15997	0.00733	0.053877	0.016459	0.001271	0.349484	0.007456	0.102295	0.051161	0.008288	0.020476	0.210966	
Sample_269	0.003747	0.156042	0.003086	0.070073	0.002826	9e-06	0.387602	0.002993	0.0887	0.051693	0.004037	0.02826	0.200932	
Sample_270	0.003647	0.189342	0.010771	0.061682	0.027336	8e-06	0.326354	0.000106	0.11577	0.050784	0.011991	0.013747	0.188462	
Sample_271	0.007221	0.169633	0.005922	0.085754	0.016011	2e-06	0.346674	0.003948	0.077566	0.027052	0.01986	0.014227	0.226131	
Sample_272	0.009293	0.165103	0.005533	0.10594	0.01088	0.000777	0.337919	0.00342	0.083182	0.037066	0.026062	0.015709	0.199117	
Sample_273	0.009524	0.14596	0.006021	0.097789	0.047439	3e-06	0.329366	0.003082	0.071958	0.038222	0.010696	0.013128	0.226812	
Sample_274	0.024264	0.151767	0.015116	0.06605	0.02964	0.003907	0.299592	0.013682	0.096355	0.042959	0.05091	0.043987	0.161771	
Sample_275	0.016757	0.157686	0.015182	0.063305	0.035896	1.3e-05	0.310642	0.014791	0.095243	0.032979	0.028548	0.034863	0.194094	
Sample_276	0.008812	0.163338	0.004997	0.066149	0.002739	7e-06	0.322396	0.001942	0.068714	0.085302	0.023605	0.043806	0.208192	
Sample_277	0.002498	0.168452	0.023849	0.087252	0.011401	3.6e-05	0.287495	0.006015	0.071948	0.06505	0.021138	0.031939	0.222928	
Sample_278	0.011989	0.175521	0.019456	0.051653	0.034362	1.1e-05	0.294951	0.003002	0.080434	0.092434	0.011438	0.024458	0.20029	
Sample_279	0.006212	0.188935	0.019713	0.052201	0.017017	0.000886	0.274444	0.002407	0.104208	0.084889	0.01663	0.030359	0.202098	
Sample_280	0.021526	0.154591	0.014564	0.118095	0.020057	1e-05	0.291008	0.007302	0.159703	0.0396	0.03099	0.030658	0.111896	
Sample_281	0.014049	0.162994	0.010713	0.125631	0.01922	5e-06	0.295229	0.007465	0.126247	0.059258	0.036332	0.015017	0.12784	
Sample_282	0.020091	0.179705	0.005869	0.100842	0.032469	3e-06	0.302945	0.005442	0.133085	0.028411	0.030917	0.015789	0.144433	
Sample_283	0.013964	0.159304	0.006183	0.131145	0.027227	1.1e-05	0.32409	0.004533	0.122152	0.050561	0.026965	0.033782	0.100084	
Sample_284	0.005761	0.190072	0.008242	0.119829	0.022226	0.004991	0.336209	0.003174	0.105702	0.060556	0.019178	0.013664	0.110397	
Sample_285	0.046839	0.162476	0.01305	0.093246	0.042876	0.01718	0.289706	0.004582	0.099736	0.05398	0.003532	0.040051	0.132746	
Sample_286	0.01225	0.160506	0.02722	0.110891	0.02421	9e-06	0.308102	0.000525	0.104026	0.065526	0.013315	0.020124	0.153296	
Sample_287	0.008431	0.125403	0.007574	0.152986	0.01328	1.8e-05	0.337005	0.002316	0.10542	0.020442	0.036121	0.03176	0.159245	
Sample_288	0.039571	0.155542	0.007784	0.142777	0.021131	1.4e-05	0.290096	0.015447	0.081919	0.033824	0.04211	0.039803	0.129981	
Sample_289	0.010326	0.230314	0.009054	0.127047	0.021573	0.004129	0.264859	0.006338	0.091999	0.069856	0.039488	0.026531	0.098485	
Sample_290	0.007502	0.237746	0.015395	0.138547	0.026927	0.001691	0.296655	0.00013	0.090041	0.052184	0.027012	0.029232	0.076939	
Sample_291	0.003162	0.216372	0.011365	0.116512	0.055601	0.00942	0.240544	0.005883	0.109974	0.056017	0.032316	0.042801	0.100034	
Sample_292	0.009446	0.192179	0.007957	0.129053	0.034398	1.4e-05	0.29114	0.002334	0.075843	0.076079	0.041247	0.05135	0.088961	
Sample_293	0.018982	0.179613	0.025439	0.128579	0.035785	0.001256	0.261536	0.008634	0.088097	0.063182	0.046966	0.030975	0.110958	
Sample_294	0.016244	0.226436	0.023924	0.09673	0.016486	3e-06	0.282546	0.003553	0.122272	0.054977	0.038316	0.019513	0.098999	
Sample_295	0.003783	0.193889	0.021262	0.103212	0.038725	8e-06	0.276424	0.004903	0.134872	0.072522	0.033777	0.010542	0.106082	
Sample_296	0.001005	0.189224	0.022076	0.15811	0.036616	0.009913	0.299132	0.013252	0.08811	0.040255	0.010025	0.033352	0.09893	
Sample_297	0.009987	0.194035	0.013643	0.147195	0.020051	1.6e-05	0.273956	0.007348	0.133116	0.044181	0.019328	0.04059	0.096553	
Sample_298	0.022639	0.148447	0.01699	0.141501	0.029914	1.3e-05	0.260992	0.004768	0.125769	0.102177	0.025061	0.017311	0.104418	
Sample_299	0.006692	0.118214	0.008429	0.150823	0.01713	9e-06	0.293613	0.000221	0.144169	0.062185	0.021056	0.025862	0.151597	
Sample_300	0.008917	0.167505	0.011348	0.152755	0.017218	0.00059	0.266628	0.001425	0.09547	0.060601	0.018151	0.029892	0.169502	
Sample_301	0.005591	0.18262	0.01283	0.145362	0.010872	0.000407	0.279775	0.008714	0.088976	0.078256	0.017605	0.009775	0.159216	
Sample_302	0.012139	0.165445	0.010714	0.178541	0.008721	0.000701	0.254809	0.00684	0.08807	0.071183	0.029141	0.0341	0.139595	
Sample_303	0.004992	0.140968	0.036386	0.149948	0.028356	0.015602	0.250247	0.001166	0.092278	0.090495	0.024289	0.030168	0.135105	
Sample_304	0.012134	0.135237	0.00304	0.185528	0.027506	1.4e-05	0.265469	0.000623	0.080115	0.087134	0.008255	0.050599	0.144346	
Sample_305	0.005953	0.170272	0.007589	0.110786	0.025402	0.013586	0.251183	0.005645	0.132168	0.029323	0.088938	0.019992	0.139163	
Sample_306	0.004732	0.17533	0.008235	0.101478	0.023711	0.016742	0.255113	0.005865	0.141585	0.02449	0.073862	0.018418	0.150439	
Sample_307	0.003159	0.175135	0.009381	0.102375	0.026171	0.017224	0.256026	0.004323	0.110836	0.024345	0.110614	0.022771	0.137639	
Sample_308	0.029082	0.1524	0.051929	0.135461	0.05409	1.4e-05	0.239038	0.017683	0.130151	0.015094	0.044228	0.017853	0.112978	
Sample_309	0.013357	0.273645	0.002277	0.019654	0.038006	0.007505	0.366207	0.003414	0.053978	0.044915	0.014393	0.027175	0.135473	
Sample_310	0.001521	0.256671	0.031481	0.054835	0.015402	2.1e-05	0.281555	0.002262	0.071441	0.070036	0.034861	0.071726	0.108188	
Sample_311	0.008261	0.208568	0.053534	0.075166	0.035985	1.5e-05	0.297628	0.000438	0.081876	0.057333	0.070992	0.006106	0.104098	
Sample_312	0.028856	0.193012	0.022076	0.044632	0.017452	1e-05	0.284501	0.026514	0.114766	0.041552	0.070412	0.053978	0.102242	
Sample_313	0.005004	0.219048	0.008852	0.071972	0.029723	0.009008	0.389543	0.000316	0.066908	0.019555	0.017777	0.02842	0.133873	
Sample_314	0.010631	0.214716	0.025649	0.047855	0.029194	1.4e-05	0.374132	0.001988	0.046789	0.018592	0.067055	0.041562	0.121822	
Sample_315	0.011464	0.194147	0.016959	0.104248	0.023626	6e-06	0.338265	0.003418	0.088686	0.028882	0.024644	0.044074	0.12158	
Sample_316	0.009826	0.183902	0.007586	0.090044	0.03835	7e-06	0.335133	0.01643	0.066067	0.027293	0.036131	0.050845	0.138383	
Sample_317	0.004071	0.179731	0.010925	0.133818	0.040738	7e-06	0.334821	0.007286	0.064592	0.026082	0.022546	0.037431	0.137953	
Sample_318	0.009834	0.202203	0.008099	0.060998	0.065944	0.008843	0.30826	0.000202	0.073888	0.021435	0.03489	0.058682	0.146721	
Sample_319	0.010942	0.172156	0.010276	0.059237	0.082352	3e-05	0.323055	0.00098	0.046748	0.049243	0.045683	0.033739	0.165558	
Sample_320	0.000561	0.147312	0.019246	0.060705	0.02715	1.2e-05	0.349272	0.008341	0.086167	0.029882	0.079887	0.045733	0.145732	
Sample_321	0.000677	0.137304	0.016416	0.053371	0.054517	1e-05	0.402693	0.003325	0.068558	0.036791	0.027023	0.075985	0.123331	
Sample_322	0.000267	0.226455	0.009815	0.105702	0.040216	2.1e-05	0.343197	0.005882	0.053352	0.022198	0.037253	0.083557	0.072086	
Sample_323	0.015859	0.193653	0.009977	0.079615	0.040688	0.00232	0.287208	0.007882	0.052774	0.018067	0.027266	0.060896	0.203794	
Sample_324	0.012859	0.217317	0.02469	0.07666	0.04195	1.6e-05	0.242482	0.04083	0.066606	0.023854	0.029001	0.051455	0.17228	
Sample_325	0.007129	0.200337	0.019596	0.062623	0.005964	1.8e-05	0.305912	0.01944	0.023098	0.064702	0.033778	0.084784	0.17262	
Sample_326	0.049923	0.208593	0.049227	0.08235	0.040173	1.5e-05	0.223356	0.011389	0.040793	0.05199	0.035921	0.059813	0.146456	
Sample_327	0.025069	0.198773	0.027452	0.113131	0.046688	1e-05	0.232268	0.002895	0.029801	0.083187	0.00534	0.06069	0.174696	
Sample_328	0.004072	0.131029	0.03223	0.178904	0.023217	6e-06	0.337215	0.003567	0.045952	0.06236	0.01727	0.018668	0.145511	
Sample_329	0.004197	0.132419	0.008742	0.196639	0.034467	1.7e-05	0.358683	0.000103	0.037875	0.039796	0.003728	0.025091	0.158242	
Sample_330	0.000388	0.130963	0.001389	0.193758	0.029385	0.009316	0.303358	0.007774	0.042929	0.0755	0.035404	0.034656	0.135181	
Sample_331	0.010297	0.155159	0.019921	0.145893	0.015338	5e-06	0.303423	0.003912	0.059866	0.048791	0.029809	0.027755	0.17983	
Sample_332	0.015887	0.13518	0.027056	0.178571	0.018729	1.3e-05	0.282651	0.000912	0.056602	0.043621	0.031263	0.028581	0.180935	
Sample_333	0.006611	0.156734	0.020039	0.188158	0.041582	3e-06	0.283109	0.001747	0.039615	0.060576	0.018053	0.018372	0.165401	
Sample_334	0.004828	0.169044	0.009711	0.138362	0.039221	1.5e-05	0.3148	0.000525	0.050264	0.040215	0.051716	0.0183	0.162998	
Sample_335	0.01213	0.151677	0.005976	0.155726	0.076266	1.8e-05	0.279227	0.027803	0.038071	0.043898	0.035547	0.024863	0.148798	
Sample_336	0.012897	0.187372	0.006711	0.190011	0.035574	0.011119	0.299824	0.01146	0.035436	0.023282	0.027964	0.013468	0.144884	
Sample_337	0.000583	0.137668	0.019313	0.131508	0.020749	0.002381	0.362955	0.000239	0.039572	0.059586	0.05126	0.049112	0.125073	
Sample_338	0.012011	0.135064	0.017564	0.135983	0.046792	7e-06	0.295324	0.014698	0.052773	0.062685	0.057318	0.051579	0.118202	
Sample_339	0.009658	0.123222	0.019693	0.106886	0.020636	1.1e-05	0.377095	0.014965	0.049781	0.021542	0.037593	0.047719	0.171199	
Sample_340	0.000113	0.11399	0.031812	0.116629	0.024722	2.7e-05	0.376962	0.014474	0.057729	0.036673	0.013122	0.04284	0.170908	
Sample_341	0.000373	0.140156	0.025088	0.115609	0.016746	1.3e-05	0.341855	0.000194	0.050488	0.040106	0.051696	0.042903	0.174774	
Sample_342	0.017612	0.158354	0.013314	0.103851	0.027807	1.6e-05	0.373161	0.002301	0.073608	0.023743	0.018189	0.011779	0.176263	
Sample_343	0.020342	0.155685	0.026372	0.09753	0.016686	3e-06	0.363046	0.002668	0.078082	0.041171	0.008463	0.01197	0.177982	
Sample_344	0.00547	0.143173	0.009219	0.098643	0.038676	4e-06	0.36553	0.006011	0.079487	0.040845	0.014582	0.024402	0.173958	
Sample_345	0.015815	0.140244	0.017953	0.1079	0.020503	1.6e-05	0.361871	0.012759	0.068733	0.069009	0.020401	0.009873	0.154921	
Sample_346	0.043289	0.165438	0.014976	0.129857	0.006163	2.6e-05	0.346886	0.006037	0.042401	0.024886	0.025179	0.006541	0.188322	
Sample_347	0.036178	0.143163	0.006658	0.100564	0.019984	8e-06	0.378903	0.007035	0.033673	0.031429	0.011363	0.03687	0.194174	
Sample_348	0.003568	0.154573	0.003447	0.163812	0.014796	0.000648	0.370748	0.011033	0.063394	0.02227	0.011658	0.012154	0.167899	
Sample_349	0.006436	0.158375	0.007037	0.149053	0.007572	7e-06	0.36002	0.003016	0.046642	0.048149	0.013238	0.015645	0.184809	
Sample_350	0.00777	0.142879	0.002451	0.144625	0.005401	0.002525	0.399826	0.004502	0.076335	0.03549	0.019226	0.016102	0.142868	
Sample_351	0.011915	0.146474	0.000711	0.143992	0.017007	0.004954	0.412807	0.001343	0.020288	0.050599	0.00375	0.012107	0.174052	
Sample_352	0.004516	0.121262	0.022824	0.125843	0.008998	0.000509	0.356879	0.006282	0.039906	0.076366	0.015628	0.008263	0.212725	
Sample_353	0.006744	0.141086	0.004181	0.105779	0.010359	0.00865	0.38651	0.005413	0.030755	0.068784	0.008517	0.012753	0.210469	
Sample_354	0.00499	0.153491	0.018045	0.065669	0.041758	0.003177	0.3698	0.017643	0.030778	0.075357	0.017699	0.0092	0.192393	
Sample_355	0.018075	0.134196	0.008579	0.103223	0.027555	3e-06	0.263728	0.002956	0.100957	0.070162	0.011527	0.013389	0.24565	
Sample_356	0.032062	0.10036	0.021833	0.116958	0.036062	9e-06	0.237574	0.018187	0.095509	0.045465	0.037408	0.028237	0.230337	
Sample_357	0.01264	0.135625	0.015665	0.156624	0.028549	5e-06	0.24854	0.006446	0.113327	0.023286	0.015228	0.018004	0.22606	
Sample_358	0.012077	0.148384	0.010227	0.116927	0.00848	1e-06	0.332289	0.006526	0.066005	0.036016	0.009133	0.003468	0.250466	
Sample_359	0.007535	0.152897	0.014457	0.11275	0.014338	0.00057	0.310988	0.014105	0.054382	0.068237	0.020674	0.001944	0.227124	
Sample_360	0.014663	0.15615	0.006368	0.147086	0.009882	3e-06	0.305744	0.000768	0.036947	0.042657	0.01096	0.019448	0.249325	
Sample_361	0.001635	0.157442	0.013595	0.140033	0.011129	0.01359	0.322196	0.002312	0.027361	0.043582	0.008335	0.008825	0.249965	
Sample_362	0.001787	0.1302	0.010772	0.146357	0.025573	0.008792	0.316654	0.001276	0.027864	0.03568	0.018727	0.006399	0.26992	
Sample_363	0.004987	0.129696	0.004097	0.103018	0.004116	0.002196	0.317021	0.008324	0.056546	0.040271	0.017005	0.044571	0.268154	
Sample_364	0.010047	0.148815	0.00037	0.093896	0.012596	0.006416	0.298979	0.000928	0.050104	0.058556	0.029605	0.009109	0.280579	
Sample_365	0.008832	0.153544	0.011362	0.135622	0.003049	1e-06	0.276777	0.003031	0.036212	0.060294	0.00978	0.013044	0.288452	
Sample_366	0.015869	0.126378	0.012748	0.127815	0.006555	0.030778	0.262869	0.003171	0.054965	0.058414	0.021163	0.01148	0.267794	
Sample_367	0.022127	0.127929	0.007208	0.098044	0.029495	0.001768	0.28402	0.0027	0.040169	0.089963	0.053887	0.02173	0.220961	
Sample_368	0.00711	0.139099	0.013048	0.093629	0.025334	5e-06	0.315964	0.003339	0.060069	0.090435	0.045445	0.022766	0.183755	
Sample_369	0.034709	0.124775	0.003265	0.129682	0.008401	0.003587	0.291918	0.006555	0.048313	0.09987	0.009907	0.013908	0.225108	
Sample_370	0.025115	0.141117	0.008387	0.131411	0.023781	6e-06	0.259285	0.009611	0.041414	0.098965	0.039557	0.016176	0.205175	
