	Predicted_signature_1	Predicted_signature_2	Predicted_signature_3	Predicted_signature_4	Predicted_signature_5	Predicted_signature_6	Predicted_signature_7	Predicted_signature_8	Predicted_signature_9	Predicted_signature_10	Predicted_signature_11	Predicted_signature_12	Predicted_signature_13	
Sample_182	0.000244	0.020205	0.020881	0.059299	0.009783	0.0	2e-06	0.041761	0.109901	0.210725	0.36057	0.155172	0.011457	
Sample_183	0.008713	0.0	0.004749	0.016699	0.000469	0.038712	0.006669	0.061986	0.315644	0.182711	0.313716	0.043468	0.006465	
Sample_184	0.000108	0.010369	0.014566	0.00328	0.001487	0.078742	3e-06	0.069898	0.252362	0.145627	0.258808	0.145782	0.018969	
Sample_185	0.000189	0.00729	0.009357	0.065728	0.036242	0.029304	0.031165	0.074048	0.227827	0.223573	0.203534	0.034812	0.056934	
Sample_186	0.052565	0.034713	0.005683	0.010785	0.052732	0.0	2e-06	0.05356	0.218464	0.255339	0.218264	0.054461	0.043429	
Sample_187	0.000204	0.0	0.003432	0.031154	0.091833	0.0	0.025245	0.022107	0.189287	0.243848	0.266395	0.092352	0.034143	
Sample_188	0.000161	0.0	0.009227	0.067531	0.007857	0.007849	5e-06	0.14156	0.262847	0.179496	0.170779	0.109231	0.043457	
Sample_189	0.000257	0.0	0.041406	0.029157	0.016291	0.0	2e-06	0.219212	0.198959	0.205159	0.18691	0.082094	0.020552	
Sample_190	0.00017	0.0	0.019329	0.001565	0.06405	0.0	0.045073	0.005778	0.061305	0.391627	0.322335	0.018709	0.070059	
Sample_191	0.042445	0.0	0.002913	0.011124	0.038783	0.0	2e-06	0.087149	0.119212	0.318267	0.221626	0.092244	0.066235	
Sample_192	9.2e-05	0.0	0.002869	0.002208	0.01745	0.049774	0.021005	0.052931	0.035367	0.305517	0.196422	0.278908	0.037456	
Sample_193	0.000138	0.0	0.003224	0.025281	0.007262	0.0	0.028583	0.141965	0.050775	0.282571	0.213171	0.201374	0.045657	
Sample_194	0.00012	0.0	0.008617	0.000777	0.000191	0.0	0.010275	0.195669	4e-05	0.195387	0.52484	0.059179	0.004906	
Sample_195	0.000122	0.0	0.009799	0.001074	0.000196	0.0	0.009886	0.193086	4.3e-05	0.191479	0.527253	0.060921	0.006142	
Sample_196	0.01027	0.00313	0.003896	0.016731	0.000328	0.0	0.0	0.186759	8.3e-05	0.192418	0.513448	0.06657	0.006368	
Sample_197	0.000131	0.0	0.005371	0.010527	0.000188	0.003937	1e-06	0.17901	4e-05	0.229205	0.498861	0.069158	0.003571	
Sample_198	0.199499	0.0	0.034298	0.042737	0.000416	0.0	0.001888	0.027069	0.118333	0.085088	0.053623	0.354173	0.082875	
Sample_199	0.179833	0.0	0.03368	0.033595	0.049866	0.02004	0.0	0.00014	0.034538	0.263073	0.061539	0.229029	0.094665	
Sample_200	0.129496	0.0	0.013129	0.006325	0.014164	0.0	0.175964	0.083175	0.14974	0.204504	0.074555	0.119999	0.028949	
Sample_201	0.000142	0.0	0.008568	0.019102	0.000669	0.010813	1e-06	0.605655	0.007264	0.152526	0.103447	0.083848	0.007966	
Sample_202	9.3e-05	0.0	0.060972	0.013681	0.000405	0.0	0.011509	0.574075	0.042983	0.107143	0.090373	0.082504	0.016262	
Sample_203	0.000159	0.0	0.015621	0.080632	0.000693	0.0	0.004656	0.514028	0.008001	0.186279	0.07867	0.105394	0.005867	
Sample_204	0.00016	0.004641	0.009026	0.05371	0.000989	0.0	1e-06	0.518898	0.064316	0.173033	0.076053	0.099085	8.9e-05	
Sample_205	0.000503	0.0	0.018572	0.002574	0.05524	0.0	1e-06	0.519454	0.042666	0.220838	0.007777	0.116505	0.01587	
Sample_206	0.000261	0.010492	0.007392	0.065856	0.00176	0.0	1e-06	0.506789	0.133046	0.193562	0.021576	0.035755	0.02351	
Sample_207	0.000135	0.016478	0.02188	0.000814	0.000554	0.0	1e-06	0.551455	0.092714	0.06325	0.163234	0.080649	0.008835	
Sample_208	0.011724	0.0	0.004414	0.028218	0.115165	0.0	0.007229	0.381573	0.051263	0.187566	0.132278	0.057599	0.02297	
Sample_209	0.000187	0.006583	0.012526	0.052555	0.05819	0.0	1e-06	0.379102	0.022579	0.252821	0.112147	0.072275	0.031035	
Sample_210	0.000183	0.0	0.126343	0.001555	0.024938	0.0	0.009396	0.271433	0.068295	0.18924	0.181406	0.114856	0.012356	
Sample_211	0.000263	0.0	0.015162	0.040157	0.063326	0.0	0.021705	0.261235	0.225408	0.198691	0.065311	0.075856	0.032885	
Sample_212	0.000246	0.0	0.01034	0.051559	0.019477	0.0	0.034656	0.297338	0.139981	0.306491	0.034641	0.094593	0.010678	
Sample_213	0.067921	0.0	0.009554	0.049697	0.001207	0.0	0.046167	0.216891	0.112314	0.042086	0.240903	0.077025	0.136236	
Sample_214	0.000214	0.0	0.055899	0.029342	0.031195	0.0	0.017984	0.332554	0.166312	0.088871	0.202053	0.007577	0.067999	
Sample_215	2.3e-05	0.0	0.009592	0.007246	0.033182	0.0	0.005123	0.00693	0.070564	0.001082	0.085074	0.084892	0.696292	
Sample_216	0.060599	0.291194	0.005412	0.036881	0.004477	0.433231	0.136745	6.3e-05	0.006333	0.014184	9.6e-05	0.010778	7e-06	
Sample_217	2.3e-05	0.294936	0.001648	0.030751	0.000565	0.513412	0.116397	0.00146	0.006826	0.028391	0.003439	0.001727	0.000424	
Sample_218	0.019815	0.251952	0.000968	0.036085	0.000189	0.427517	0.171404	0.001792	0.009821	0.061567	0.003882	0.014616	0.000392	
Sample_219	0.102244	0.204037	0.004918	0.058272	0.007989	0.450112	0.131816	0.000909	0.007476	0.01139	0.005964	0.011823	0.00305	
Sample_220	1.5e-05	0.263348	0.001146	0.000137	6.2e-05	0.71471	0.012186	0.000536	8e-06	0.007253	0.000476	0.000115	7e-06	
Sample_221	0.007288	0.303357	0.014988	0.059976	0.000232	0.305389	0.254889	0.002636	0.009691	0.028119	0.008749	0.003831	0.000856	
Sample_222	0.067621	0.492277	0.002983	0.035919	0.089696	0.172362	0.08747	0.002556	0.009573	0.027731	0.000207	0.004288	0.007316	
Sample_223	0.016175	0.535318	0.02264	0.00402	0.056453	0.205469	0.128813	0.000485	0.0001	0.015803	0.00905	0.003079	0.002594	
Sample_224	0.030677	0.616747	0.00106	0.005831	5.9e-05	0.30298	0.021587	0.001369	0.002985	0.007029	0.004715	0.000621	0.00434	
Sample_225	0.01167	0.690824	0.004617	0.003971	0.060161	0.152787	0.029098	0.002473	0.005489	0.0266	0.002696	0.009023	0.00059	
Sample_226	0.006615	0.774233	0.005378	0.004035	0.00376	0.13969	0.033181	0.022275	3.6e-05	0.005685	0.001664	0.003383	6.6e-05	
Sample_227	0.039534	0.658242	0.001676	0.00134	0.000361	0.146682	0.050463	0.004801	0.019913	0.03709	0.012275	0.02272	0.004903	
Sample_228	0.009332	0.646937	0.001237	0.015243	0.010602	0.13436	0.102273	0.003502	0.006395	0.066577	0.000926	0.000308	0.002309	
Sample_229	0.116759	0.613383	0.001562	0.004921	0.041968	0.114313	0.022434	0.000291	0.004702	0.070373	0.000177	0.009044	7.2e-05	
Sample_230	1e-05	0.589241	0.00147	0.032979	0.040255	0.071312	0.20475	0.00221	0.007577	0.023316	0.008241	0.014272	0.004367	
Sample_231	5.9e-05	0.582536	0.002213	0.022078	0.03674	0.063073	0.164272	0.000764	0.01349	0.092379	0.017914	0.004404	7.9e-05	
Sample_232	0.005409	0.735778	0.004908	0.014099	0.018782	0.072501	0.109089	0.000389	0.010595	0.015014	0.005777	0.004674	0.002985	
Sample_233	2.7e-05	0.717287	0.016955	0.00901	0.000146	0.048741	0.148774	0.004327	0.006861	0.019827	0.008455	0.013034	0.006558	
Sample_234	0.033926	0.697493	0.001022	0.025249	0.000311	0.081141	0.140483	0.004127	0.002144	0.00922	0.000386	0.004479	1.9e-05	
Sample_235	0.000784	0.573513	0.017458	0.017491	2.6e-05	0.049449	0.286483	0.01349	0.019254	0.001875	0.008565	0.009431	0.002182	
Sample_236	0.024992	0.630649	0.004005	0.02844	0.005505	0.004326	0.284444	0.002835	0.009904	0.000797	0.00209	0.000943	0.00107	
